2MASX,NED_id,ra,dec,l,b,Kmag,Kmag_err,z,zdist,zdist_err,D,D_err,gal_type,n_sumss,n_nvss,F1400,F1400_err,F843,F843_err,Fsyn,Lsyn,sum_ma,max_ma,lim_ma,max_dist_to_gal,min_dist_to_gal,contour_dist,geo_cen_ra,geo_cen_dec,flux_cen_ra,flux_cen_dec,class
14095733+1732435,NGC 5490,212.4888,17.54548,9.14142,69.50968,9.019,0.023,0.0161946156,0.0170637295,0.000433634,72.0790619266,1.7449450312,-5,0,3,806.6,16.2904880222,0,0,932.179242552,6374145902760000000000000000000000000000,0.0632777778,0.0292777778,0,0.0419442761,0.0002850863,0.0664690692,212.506934272,17.5495996188,212.502587196,17.5579461127,j
14102887-4246555,ESO 271- G 020,212.62038,-42.7821,318.03516,17.75963,11.384,0.079,0.0513857988,0.0519618763,0.0005003469,224.911307684,2.1656968484,98,2,0,0,0,2487.7,68.868062264,2120.60089245,141184116863000000000000000000000000000000,0.0214444444,0.0214444444,0,0.0069076513,0.0003900727,0,212.626263718,-42.7828100477,212.622100262,-42.782721999,j
14131490-0312272,NGC 5506,213.31209,-3.20756,339.1503,53.81009,8.216,0.017,0.0061809727,0.0064490391,0.0004086166,26.9112527082,1.6468710193,1,0,1,338.8,10.2,0,0,391.547641181,373212998589000000000000000000000000000,0.0046944444,0.0046944444,1,0.0002664362,0.0002664362,0.0016146812,213.310500149,-3.2072642263,213.306325866,-3.2072708655,p
14165292+1048264,NGC 5532,214.2206,10.80737,357.9613,64.11185,8.856,0.025,0.0247105483,0.024797987,0.0005003469,105.220469618,2.123024504,-2,0,5,4445.4,70.5160265472,0,0,5137.50260952,74861210870800000000000000000000000000000,0.1250555556,0.0353611111,0,0.0449966398,0.0044309248,0,214.222384808,10.8026149061,214.213872548,10.8067284903,j
14200369-4935424,PKS 1416-49,215.01541,-49.59509,317.34085,10.78111,11.743,0.086,0.0914203562,0.0952102139,0.0005003469,424.707884988,2.231916702,98,3,0,0,0,4584,121.849538366,3907.55898661,927663589734000000000000000000000000000000,0.1454722222,0.1060555556,0,0.021428647,0.0010908732,0,215.047144562,-49.5996324727,215.023572282,-49.599639482,p
14244053+2637303,CGCG 163-041,216.16887,26.62511,36.89185,69.23223,11.349,0.058,0.0371258644,0.0378858103,0.0005003469,162.318174402,2.1436889413,98,0,3,857.6,21.233935104,0,0,991.11941286,34368818461600000000000000000000000000000,0.0306666667,0.0114444444,0,0.0218467086,0.0098220745,0,216.167792875,26.6247647683,216.167798994,26.6289326283,j
14295539+0715129,CGCG 047-067,217.48076,7.25356,357.06171,59.33564,11.009,0.066,0.0550883782,0.0564655327,0.0005003469,245.194196131,2.1726909474,-5,0,9,2067.6,35.6994397715,0,0,2389.50384565,189074267354000000000000000000000000000000,0.2215,0.0353333333,0,0.1624302866,0.0110837666,0.0029243452,217.491441417,7.3056368206,217.503935928,7.2722556315,j
14313860-4325060,IC 4441,217.91092,-43.41844,321.5726,15.7968,8.623,0.024,0.0065812516,0.0058201952,0.0006754683,25.3327504693,2.48099689,6,1,0,0,0,311.4,12.3,265.448051577,224206682638000000000000000000000000000,0.0164722222,0.0164722222,0,0.001035085,0.001035085,0,217.913034914,-43.4177876132,217.913034914,-43.4177876132,g
14401795+0556341,2MASX J14401795+0556341,220.07487,5.94279,358.55603,56.55526,11.641,0.079,0.0611059038,0.0628740945,0.0005003469,274.2682001,2.1826038233,98,0,6,329.6,8.0616375508,0,0,380.915296733,37712354416500000000000000000000000000000,0.1219444444,0.0351944444,0,0.0645941064,0.0007396937,0,220.067022762,5.9086837183,220.067023267,5.9128527032,j
14413371-3754543,ESO 327- G 009,220.39041,-37.91516,325.76974,20.0246,11.288,0.047,0.0395308732,0.0396041127,0.0005003469,169.893681239,2.146387537,98,2,2,491.6,13.1240237732,791.1,21.3564978402,674.360801551,25618346299900000000000000000000000000000,0.0099444444,0.0054166667,0,0.0203416656,0.0003804613,0.0114121533,220.389067418,-37.9294816489,220.389061127,-37.9336506819,u
14441768-4357434,2MASX J14441768-4357434,221.07378,-43.96202,323.49695,14.35708,11.613,0.076,0.0702422688,0.072140589,0.0005003469,316.745148351,2.196855473,98,2,0,0,0,360.6,11.3595774569,307.387820805,40589239976800000000000000000000000000000,0.0458333333,0.0310555556,0,0.0228088372,0.0081943324,0,221.074088314,-43.9641758438,221.069684726,-43.9554190043,j
14492161+6316142,IC 1065,222.33997,63.27056,103.17725,49.08896,10.765,0.044,0.0416757007,0.0431844803,0.0005003469,185.737123484,2.1519997516,-2,0,1,3006,90.2,0,0,3474.00297931,157736404683000000000000000000000000000000,0.0049166667,0.0049166667,1,0.0002760001,0.0002760001,0,222.340297683,63.2708625413,222.340297683,63.2708625413,p
14535765+0332401,NGC 5775,223.49016,3.54451,359.43176,52.42291,7.748,0.014,0.0056135252,0.0058967904,0.0003919384,24.7566114605,1.6126037894,5,0,2,283.5,9.1137259121,0,0,327.638005534,264290160954000000000000000000000000000,0.0583611111,0.0334444444,0,0.0218061376,0.0029984444,0,223.490685024,3.5456709435,223.490685024,3.5456709435,g
14542347+1621187,IC 4516,223.59776,16.35524,18.58346,59.58734,10.298,0.036,0.0452748748,0.0463049843,0.0005003469,199.61004006,2.1568792823,-4,0,6,1454.1,28.4137290759,0,0,1680.48826754,88126103618700000000000000000000000000000,0.0926111111,0.0353333333,0,0.0452304034,0.0141385416,0.0273524318,223.596132004,16.3662927386,223.587455366,16.3621096302,j
14550964-3655077,PKS 1452-367,223.79013,-36.91878,328.80478,19.66051,11.472,0.082,0.0946592793,0.0989343217,0.0005003469,442.428245825,2.2375207116,98,0,2,1189.8,34.6317773151,0,0,1375.03950259,354246188986000000000000000000000000000000,0.0400833333,0.0247222222,0,0.0284458325,0.0033779284,0,223.790600244,-36.9315441611,223.785520151,-36.9231585795,j
14555524+1151407,NGC 5782,223.98022,11.8614,11.44662,57.0724,10.267,0.052,0.0316754005,0.0320765563,0.0005003469,136.842492489,2.1345406898,-1,0,5,414.7,9.4429868156,0,0,479.264482874,11811947771500000000000000000000000000000,0.0833888889,0.0353055556,0,0.0554164796,0.0011110098,0,223.982969367,11.8666660244,223.978711709,11.8666657347,j
14592480-1641365,NGC 5793,224.85329,-16.69347,341.96017,36.29985,9.413,0.024,0.0116447792,0.0111581385,0.0006421119,46.8602634729,2.696644388,3,0,1,1200.5,36,0,0,1387.40538146,4009748626650000000000000000000000000000,0.0051388889,0.0051388889,1,0.0001811389,0.0001811389,0,224.85263392,-16.694175406,224.852615325,-16.6900084716,p
15031519+3608520,2MASX J15031519+3608520,225.8132,36.14774,59.11855,60.6931,11.714,0.071,0.0733877935,0.0765833031,0.0005003469,337.292197823,2.2036539686,98,0,2,402.5,10.5475115549,0,0,465.165069585,69650462723600000000000000000000000000000,0.0177222222,0.0096666667,0,0.0104964921,0.0097930076,0.0025153504,225.810137154,36.1472817267,225.810180196,36.1514482634,j
15041584+2834110,CGCG 165-007,226.06607,28.56975,43.59377,60.69739,11.625,0.066,0.0583906788,0.0603722557,0.0005003469,262.888447424,2.1787394532,98,0,10,1783.4,28.7643877042,0,0,2061.05685739,187472381402000000000000000000000000000000,0.2361388889,0.0353333333,0,0.1003188084,0.0241164686,0.0151230289,226.08885035,28.613487316,226.079024275,28.5969645423,j
15061668-4325285,2MASX J15061668-4325285,226.5696,-43.42464,327.36386,12.95891,10.832,0.06,0.0559122856,0.0568453781,0.0005003469,246.910524569,2.1732797921,-5,2,0,0,0,385.4,11.401754251,328.528192286,26360653267000000000000000000000000000000,0.0186388889,0.0186388889,0,0.0245399401,0.0092232631,0,226.56983892,-43.4393136712,226.573818309,-43.4304592981,u
15064449+3428232,B2 1504+34 NED01,226.68536,34.47312,55.57883,60.18147,11.673,0.059,0.111174118,0.1184136616,0.0005003469,536.416199598,2.2665811522,98,0,2,220.9,7.1175838597,0,0,255.291835705,96681864348200000000000000000000000000000,0.0183888889,0.01025,0,0.0183451567,0.0027586815,0,226.68317774,34.4670035927,226.683261813,34.4711711487,j
15072530+0829446,2MASX J15072530+0829446,226.85547,8.49571,9.26088,52.85757,11.451,0.061,0.0788916278,0.0821629368,0.0005003469,363.263238252,2.2121608115,98,0,5,330.3,7.3123183738,0,0,381.724279463,66297477494900000000000000000000000000000,0.0964166667,0.033,0,0.0617887007,0.0208948858,0.0062322036,226.862472466,8.4859515639,226.866661438,8.4942966625,j
15104145-4512216,2MASX J15104145-4512216,227.67276,-45.20602,327.12405,11.02472,10.501,0.055,0.0345307231,0.0344065161,0.0005003469,147.035011406,2.1382144466,-5,2,0,0,0,438.4,12.4963994815,373.707211983,10633526524600000000000000000000000000000,0.0541666667,0.0313333333,0,0.0146040148,0.0096262153,0,227.667893787,-45.2013115943,227.667687466,-45.196914338,j
15105610+0544416,IC 1101,227.73375,5.7449,6.47364,50.54563,10.299,0.061,0.0214883035,0.0215466762,0.0005003469,91.2024489193,2.1178608053,-5,0,2,534.4,18.2043950737,0,0,617.600529655,6761218639120000000000000000000000000000,0.0152222222,0.0087777778,0,0.0149956918,0.0011553643,0,227.731985684,5.7460601644,227.731985684,5.7460601644,j
15112652+0620568,UGC 09756 NED02,227.86052,6.3491,7.35868,50.80329,11.186,0.089,0.0809563996,0.0843946273,0.0005003469,373.702364,2.215553513,-5,0,1,565.3,19.2,0,0,653.311338724,120081528267000000000000000000000000000000,0.0073611111,0.0073611111,0,0.0003976908,0.0003976908,0,227.861651131,6.3497486522,227.857457578,6.3539156214,j
15144933+1017035,2MASX J15144933+1017035,228.70563,10.28426,13.36608,52.30113,11.712,0.067,0.0572365415,0.058897825,0.0005003469,256.199627152,2.1764587208,98,0,1,436.7,14.4,0,0,504.68965438,43599921707400000000000000000000000000000,0.0193611111,0.0193611111,0,0.0009135366,0.0009135366,0,228.707199054,10.2780145042,228.702973417,10.2821937033,j
15161186-3819218,2MASX J15161186-3819218,229.04951,-38.32278,331.79053,16.30547,10.562,0.06,0.0391406013,0.0392604729,0.0005003469,168.377209345,2.1458481182,-2,7,1,21.1,1.1,1173.7,24.246030603,1000.5021777,37332663287600000000000000000000000000000,0.2412222222,0.0955555556,0,0.1704027045,0.0006495809,0.1636490178,228.963883883,-38.3265243009,229.006599548,-38.3364177585,j
15164020+0015017,CGCG 021-063,229.16756,0.25052,1.38221,45.98679,11.608,0.057,0.0525866354,0.0538266641,0.0005003469,233.294683055,2.1685956129,-4,0,4,2659.5,51.2165988719,0,0,3073.5565281,220168512097000000000000000000000000000000,0.0698333333,0.0255,0,0.0296515656,0.0001513252,0,229.166758471,0.2500008063,229.166758844,0.2541675135,j
15164448+0701180,UGC 09799,229.18536,7.02164,9.41734,50.12033,9.877,0.051,0.0344573386,0.0349370293,0.0005003469,149.360488705,2.1390500703,-5,0,1,5499.3,209.1,0,0,6355.48389359,186605480571000000000000000000000000000000,0.007,0.007,0,0.0003902913,0.0003902913,0,229.183967482,7.0232629954,229.183978096,7.02743025,j
15174180-2422192,AP Lib,229.42424,-24.37206,340.68057,27.57806,10.876,0.048,0.0490308248,0.0497622191,0.0005003469,215.049759555,2.1622724809,-5,0,1,2041.9,61.3,0,0,2359.80262257,143634220716000000000000000000000000000000,0.0052222222,0.0052222222,1,0.000199052,0.000199052,0,229.427337055,-24.3725828373,229.422761789,-24.3726249958,p
15183652-2404069,NGC 5903,229.65219,-24.06859,341.07385,27.69607,8.172,0.025,0.0085559607,0.0081478572,0.0004753296,33.9525003164,1.8781909695,-5,0,4,261.5,7.6426435217,0,0,302.212834029,458522601515000000000000000000000000000,0.1208888889,0.0353055556,0,0.0388643148,0.0040003789,0.0045155096,229.647858887,-24.0870349129,229.647912476,-24.0912012986,g
15212251+0420304,CGCG 049-138,230.34389,4.34174,7.12575,47.6222,11.28,0.057,0.0521563356,0.0534418377,0.0005003469,231.562915436,2.1679977323,98,0,6,520.7,13.8834433769,0,0,601.767581945,42468911115700000000000000000000000000000,0.1232777778,0.0348333333,0,0.0777363825,0.0014091068,0,230.349205241,4.3400146597,230.340835329,4.3441645958,j
15305641+8227211,IC 1143,232.7345,82.45585,117.18484,32.80029,9.618,0.03,0.0221011767,0.0228711818,0.0005003469,96.9050181197,2.1199658229,-5,0,6,227.2,6.1846584384,0,0,262.572680273,3245236798890000000000000000000000000000,0.1512777778,0.0351388889,0,0.0492270469,0.0001735997,0.0009098712,232.719393463,82.4402049693,232.66498118,82.4495772424,j
15345727+2330104,ARP 220,233.73863,23.50291,36.62685,53.02832,9.939,0.023,0.0181259611,0.0187752433,0.0004503122,79.3060466762,1.9021048728,10,0,1,326.3,9.8,0,0,377.101521008,3121585301380000000000000000000000000000,0.0047777778,0.0047777778,1,0.0001760762,0.0001760762,0,233.740464802,23.5026344103,233.735919793,23.5026858377,p
15385414+1701344,NGC 5972,234.7256,17.02622,27.19629,50.10738,10.828,0.044,0.0301144087,0.0301565095,0.0005003469,128.468593114,2.1315086283,2,0,8,262.8,6.6234432133,0,0,303.715230527,6597278649950000000000000000000000000000,0.18075,0.0351944444,0,0.1084016148,0.00149969,0.0025000816,234.792868197,17.0217028116,234.771048932,17.0257479543,j
15433394+0452190,CGCG 050-083,235.89139,4.87199,12.26177,43.38797,10.528,0.046,0.039961173,0.0406999523,0.0005003469,174.734464249,2.1481068055,-3,0,1,282.4,8.5,0,0,326.366746959,13114972025900000000000000000000000000000,0.0052777778,0.0052777778,1,0.0001451189,0.0001451189,0.0030391162,235.891273944,4.8708597394,235.887092167,4.8708591771,p
15564156-3302185,PKS 1553-328,239.17329,-33.0386,341.90759,15.46919,11.611,0.082,0.0655556705,0.0673314028,0.0005003469,294.635917665,2.1894711377,98,2,3,1078.4,30.4850783171,1272.6,34.0352758179,1246.2956796,142395671168000000000000000000000000000000,0.0743055556,0.0535833333,0,0.0255825799,0.0025011975,0,239.174308743,-33.0361877176,239.167018874,-33.0362256311,j
15572135+5440163,CGCG 275-016,239.33905,54.67116,85.33302,46.58634,11.144,0.05,0.0471161576,0.0488836101,0.0005003469,211.119027461,2.1609031556,-5,0,6,274.7,5.9565090447,0,0,317.467936932,18623398801200000000000000000000000000000,0.1135555556,0.0352777778,0,0.0723391202,0.0010861907,0,239.365291758,54.7107074015,239.379971229,54.6941128018,j
15573014+7041207,NGC 6048,239.37575,70.68913,104.879,39.26165,9.785,0.04,0.0257179168,0.0267858695,0.0005003469,113.823963517,2.1261757173,-5,0,8,1966.4,27.0591943709,0,0,2272.54805673,38751168691700000000000000000000000000000,0.2095277778,0.0353333333,0,0.0848873329,0.0042185147,0,239.3631608,70.6857867658,239.388977348,70.6895165774,j
15582195-1409585,2MASX J15582195-1409585,239.59146,-14.1663,356.51456,28.67642,11.504,0.106,0.0974078608,0.102382798,0.0005003469,458.908636739,2.242696142,98,0,2,468.9,16.3076669085,0,0,541.902859946,150202868262000000000000000000000000000000,0.0144444444,0.0104444444,0,0.0182323762,0.0001699996,0,239.591748743,-14.1659646723,239.587458877,-14.1617876415,p
15590169+5924216,MCG +10-23-012,239.75703,59.40606,91.47909,44.58934,11.235,0.057,0.0602019407,0.0627910151,0.0005003469,273.889702656,2.1824756113,-1,0,2,218.9,7.5106590923,0,0,252.980456477,24977139610400000000000000000000000000000,0.0168055556,0.01175,0,0.017297338,0.000096797,0,239.754411208,59.4039238782,239.75435078,59.4122575996,p
16033205+1711546,NGC 6034,240.88365,17.19862,30.65973,44.70462,10.614,0.052,0.0340170319,0.0347477589,0.0005003469,148.530631066,2.1387519828,-4,0,5,692.6,16.581314785,0,0,800.43062657,23241281474200000000000000000000000000000,0.0956944444,0.0353055556,0,0.060516705,0.0010904441,0,240.859246991,17.190055744,240.867951282,17.1858535886,j
16045670+2355583,NGC 6051,241.23622,23.93283,39.95714,46.49448,9.656,0.036,0.0319489244,0.0327042496,0.0005003469,139.585039127,2.13553101,-5,0,3,663,21.7782001093,0,0,766.222214,19648834941300000000000000000000000000000,0.0324166667,0.0128333333,0,0.0227253984,0.0004266964,0,241.235515821,23.9367146137,241.235515821,23.9367146137,j
16050900+1743478,NGC 6047,241.28751,17.72993,31.55129,44.53724,10.834,0.045,0.031261779,0.0319076705,0.0005003469,136.105008225,2.13427416,-4,0,1,785.8,28.9,0,0,908.140898584,22141435159000000000000000000000000000000,0.0099722222,0.0099722222,0,0.0004183421,0.0004183421,0,241.286282825,17.7423116112,241.286222947,17.733974618,p
16061598+1814592,NGC 6061,241.5667,18.24988,32.36483,44.47239,10.499,0.04,0.0368990397,0.0377616515,0.0005003469,161.77150172,2.14349382,-3,0,7,419.6,9.6291224938,0,0,484.927361982,16702637065500000000000000000000000000000,0.1783888889,0.0353055556,0,0.075649728,0.0002148323,0,241.575381547,18.2635335389,241.583931478,18.2384442708,j
16082116+2828436,IC 4590,242.08815,28.47874,46.66071,46.74408,11.692,0.059,0.0501816265,0.0518186225,0.0005003469,224.268169757,2.1654740012,98,0,3,239.1,7.0802542327,0,0,276.325386678,18291965957400000000000000000000000000000,0.0622222222,0.0268611111,0,0.0286859489,0.0006974495,0,242.086124361,28.4760015436,242.081546774,28.4844051031,j
16103572-0511173,2MASX J16103572-0511173,242.64885,-5.18808,6.7671,32.07239,11.698,0.085,0.0730041929,0.0757394704,0.0005003469,333.380537719,2.2023643954,98,0,4,378.8,7.8364532794,0,0,437.775225736,64037738525600000000000000000000000000000,0.0858055556,0.0313611111,0,0.0434232879,0.0074093508,0,242.644332456,-5.1823031603,242.644332456,-5.1823031603,j
16174059+3500154,2MASX J16174059+3500154,244.41904,35.00427,56.38386,45.62592,10.523,0.041,0.0298141038,0.0306753398,0.0005003469,130.729098261,2.1323283573,-5,0,6,2139.9,39.4158597521,0,0,2473.06020473,55626731241500000000000000000000000000000,0.1611944444,0.0353611111,0,0.1639180485,0.0107217546,0.0038962573,244.364796269,35.0879770906,244.374911037,35.0836931612,j
16190828-0304316,2MASX J16190828-0304316,244.78461,-3.07548,10.24892,31.57362,11.21,0.068,0.068410993,0.0708333628,0.0005003469,310.721765169,2.1948508514,-5,0,2,641,16.4939382805,0,0,740.797042494,94134086193600000000000000000000000000000,0.0213611111,0.012,0,0.0112887949,0.0109412819,0,244.784487072,-3.0745856308,244.788660136,-3.0745816399,j
16230308+3755204,2MASX J16230308+3755204,245.76292,37.92236,60.6095,44.72477,9.665,0.029,0.0310316187,0.0319801977,0.0005003469,136.42169562,2.134388624,-4,0,1,438.7,16.3,0,0,507.001033607,12418811967300000000000000000000000000000,0.0091111111,0.0091111111,0,0.0041756364,0.0041756364,0,245.767262683,37.9215459112,245.767164433,37.9257142382,j
16263817-3633198,2MASX J16263817-3633198,246.65906,-36.55548,343.90427,8.66464,10.94,0.084,0.0432501309,0.0437190583,0.0005003469,188.109461021,2.1528364542,98,2,2,266.8,7.003570518,348.1,8.2219219164,308.337988982,14359940291100000000000000000000000000000,0.0216944444,0.0112777778,0,0.0101368602,0.009004831,0,246.659666131,-36.5554324873,246.659666131,-36.5554324873,j
16280407+5146311,MRK 1498,247.01692,51.7754,79.72312,42.89625,11.243,0.036,0.054701442,0.0569133631,0.0005003469,247.217806725,2.1733851667,-5,0,10,666.2,11.0471715837,0,0,769.920420764,61931223128000000000000000000000000000000,0.2068333333,0.0397222222,0,0.1866839473,0.0001947128,0.1142929422,246.961679793,51.7127250055,246.968582753,51.7210024011,j
16283827+3933049,2MASX J16283827+3933049,247.15945,39.55135,62.93437,43.69359,9.309,0.036,0.0310349544,0.032014893,0.0005003469,136.573202998,2.1344433787,-4,0,1,3678.7,123.3,0,0,4251.43538256,104368848705000000000000000000000000000000,0.0201944444,0.0201944444,0,0.0013696743,0.0013696743,0,247.162033024,39.5506135287,247.156758083,39.5548800729,j
16323175+8232165,NGC 6251,248.13274,82.53791,115.76385,31.19603,9.136,0.025,0.0247105483,0.0258331568,0.0005003469,109.697556803,2.1246660272,-5,0,5,1963.2,37.2590928499,0,0,2268.84984996,35933869491500000000000000000000000000000,0.1147222222,0.0353611111,0,0.1478309761,0.0032698679,0,247.62896799,82.5748343152,247.886036968,82.5580135193,j
16390277-6505079,2MASX J16390277-6505079,249.76155,-65.08545,324.0853,-12.05284,11.056,0.079,0.0493677262,0.0499368868,0.0005003469,215.831752838,2.162544599,-5,4,0,0,0,829.6,20.469245223,707.179523406,43357543955300000000000000000000000000000,0.1142777778,0.0397777778,0,0.1262003292,0.0017440399,0,249.684626728,-65.0959802322,249.668458208,-65.0757995357,j
16393265+5346437,2MASX J16393265+5346437,249.88596,53.77881,81.98566,40.85022,11.685,0.074,0.1100466658,0.1175440019,0.0005003469,532.173943903,2.2652927395,98,0,2,678,20.8290662297,0,0,783.557558208,292066965543000000000000000000000000000000,0.0291111111,0.0248055556,0,0.0265487246,0.0064755369,0,249.869849522,53.7818526249,249.869849522,53.7818526249,j
